titulo,modalidade,numero,ano,situacao,link_pdf
2020/07: SELEÇÃO DE COLABORADOR EXTERNO PARA OS PROJETOS DE EXTENSÃO 2020,Extensão,7,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-colaborador-externo-para-os-projetos-de-extensao-2020/edital-de-colaborador-externo-projeto-equoterapia-em-tempos-de-pandemia.pdf/view
2020/07: SELEÇÃO DE BOLSISTAS PARA OS PROJETOS DE EXTENSÃO 2020,Extensão,7,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-os-projetos-de-extensao-2020/edital-chamada-bolsista-extensao-projeto-equoterapia-em-tempos-de-pandemia.pdf/view
2020/12: PROCESSO DE SELEÇÃO DE MEDIADOR DIGITAL PARA AUXÍLIO A ESTUDANTES NA UTILIZAÇÃO DAS TECNOLOGIAS DIGITAIS DE INFORMAÇÃO E COMUNICAÇÃO (TDIC’s) DURANTE O ERE NO CONTEXTO DA PANDEMIA COVID-19,Ensino,12,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2020/2020-12-processo-de-selecao-de-mediador-digital-para-auxilio-a-estudantes-na-utilizacao-das-tecnologias-digitais-de-informacao-e-comunicacao-tdic2019s-durante-o-ere-no-contexto-da-pandemia-covid-19/edital-mediador-digital-campus-barbacena.pdf/view
2020/06: SELEÇÃO DE BOLSISTAS PARA OS PROJETOS DE EXTENSÃO 2020,Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/seledital-06-2020-secao-de-bolsistas-para-os-projetos-de-extensao-2020/edital-selecao-bolsistas-2.pdf/view
2020/10: PROCESSO DE SELEÇÃO DO BENEFÍCIO EMERGENCIAL DE INCLUSÃO DIGITAL – AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PARA ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,10,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2020/2020-10-processo-de-selecao-do-beneficio-emergencial-de-inclusao-digital-2013-aquisicao-de-equipamentos-de-informatica-para-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/edital-inclusao-digital-equipamento.pdf/view
2020/09: PROCESSO DE SELEÇÃO DO BENEFÍCIO EMERGENCIAL DE INCLUSÃO DIGITAL – AQUISIÇÃO DE SERVIÇO DE INTERNET PARA ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,9,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2020/processo-de-selecao-do-beneficio-emergencial-de-inclusao-digital-2013-aquisicao-de-servico-de-internet-para-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/edital-idaquisicao-de-servico-de-internet.pdf/view
"2020/06: Seleção de bolsistas para projeto de extensão ""Orientações sobre o gerenciamento adequado de resíduos sólidos domésticos gerados por pessoas com suspeita clínica ou certeza diagnóstica de contaminação pelo novo agente do coronavírus (SARS-COV-2), no âmbito de atuação do IF Sudeste MG.",Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-projeto-de-extensao-orientacoes-sobre-o-gerenciamento-adequado-de-residuos-solidos-domesticos-gerados-por-pessoas-com-suspeita-clinica-ou-certeza-diagnostica-de-contaminacao-pelo-novo-agente-do-coronavirus-sars-cov-2-no-ambito-de/edital-residuoscovid-atualizado.pdf/view
2020/09:  Barbacena - PESQUISA E EXTENSÃO: IF BARBACENA ALÉM DO HORIZONTE,"Pesquisa, Inovação e Pós-graduação",9,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-no-9-bbc-2020-pesquisa-e-extensao-if-barbacena-alem-do-horizonte/edital_evento-online-barbacena_2020.pdf/view
2020/06: Seleção de bolsistas para o projeto de extensão A NUTRIÇÃO NOS TEMPOS DA COVID-19,Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-o-projeto-de-extensao-2020-a-nutricao-nos-tempos-da-covid-19/edital-para-bolsista-nutricao.pdf/view
2020/06: Seleção de bolsistas para projeto de extensão Confecção de Máscaras - Mulheres Mil,Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-o-projeto-de-extensao-2020-projeto-confeccao-de-mascaras-mulheres-mil/edital-selecao-de-bolsista-projeto-confeccao-de-mascaras-mulheres-mil.pdf/view
"2020/06: Seleção de bolsistas para o projeto de extensão ""Em isolamento: o cuidado que se aproxima""",Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-o-projeto-de-extensao-2020-em-isolamento-o-cuidado-que-se-aproxima/edital-selecao-bolsistasenfermagem.pdf/view
"2020/06: Seleção de bolsistas para o projeto de extensão “Avaliação do comportamento e dispersão do SARS-CoV-2 no Brasil e no Mundo""",Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-o-projeto-de-extensao-2020-201cavaliacao-do-comportamento-e-dispersao-do-sars-cov-2-no-brasil-e-no-mundo/edital-de-chamada-de-bolsista-de-extensao.pdf/view
2020/08: PROCESSO DE SELEÇÃO DO BENEFÍCIO EMERGENCIAL DE ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,8,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2020/2020-08-processo-de-selecao-do-beneficio-emergencial-de-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/edital-emergencial-15-04-barbacena-assinado.pdf/view
2020/06: Reitoria (Multicampi) - Edital Estratégico de Apoio às Ações Extensionistas para o Enfrentamento ao COVID-19 (Fluxo Contínuo),Extensão,6,2.020,Concluído(a),https://www.ifsudestemg.edu.br/editais/reitoria/extensao/2020/2020-06-reitoria-multicampi-edital-estrategico-de-apoio-as-acoes-extensionistas-para-o-enfrentamento-ao-covid-19-fluxo-continuo/propostas-aprovadas-edital-06_2020.pdf/view
2020/07: VI Festival de Dança do IF Sudeste de Minas Gerais - Campus Barbacena EVENTO ADIADO,Extensão,7,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/edital-07-2020-vi-festival-de-danca-do-if-sudeste-de-minas-gerais-campus-barbacena/edital-do-festival-de-danca_2020.pdf/view
2020/02: BBC/IFSUDESTEMG/PROEX/CAMPUS BARBACENA /PIAEX-EXTENSÃO,Extensão,2,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/edital-02-bbc-2020-ifsudestemg-proex-campus-barbacena-piaex-extensao/anexo-1-linhas-de-extensao.odt/view
"2020/03: Convocação eleitoral para escolha dos representantes dos servidores docentes, técnico-administrativos e discentes do Campus Barbacena no Conselho de Ensino, Pesquisa e Extensão (CEPE)",Eleição,3,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/convocacao-eleitoral-para-escolha-dos-representantes-dos-servidores-docentes-tecnico-administrativos-e-discentes-do-campus-barbacena-no-conselho-de-ensino-pesquisa-e-extensao-cepe/edital-cepe-03-2020-bbc-oficial.pdf/view
2020/01: Assistência Estudantil - Processo de Seleção do Programa de Atendimento aos Estudantes em baixa condição socioeconômica,Assistência Estudantil,1,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2020/processo-de-selecao-do-programa-de-atendimento-aos-estudantes-em-baixa-condicao-socioeconomica/anexo-ii-lista-de-verificacao-de-documentos.doc/view
2020/01: Edital de matrícula de pós-graduação lato sensu em Planejamento e Gestão de Áreas Naturais Protegidas,"Pesquisa, Inovação e Pós-graduação",1,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-de-matricula-de-pos-graduacao-lato-sensu-em-planejamento-e-gestao-de-areas-naturais-protegidas/edital-pos-graduacao-campus-barbacena-2020.pdf/view
2019/15: Estágio Remunerado - Nível Médio,Concurso - Estágio Remunerado,15,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/estagio-remunerado/2019/2019-15-estagio-remunerado-nivel-medio/edital-15-2019.pdf/view
"2019/11: Estágio Remunerado Área - Turismo, Administração e Licenciatura em Química",Concurso - Estágio Remunerado,11,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/estagio-remunerado/2019/11-2019-estagio-remunerado-area-turismo-administracao-e-licenciatura-em-quimica/edital-11-2019.pdf/view
2019/14: Edital de Seleção para Preenchimento de Vagas Remanescentes nos Cursos de Graduação do 1º SEMESTRE DE 2020,Ensino,14,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2019/edital-de-selecao-para-preenchimento-de-vagas-remanescentes-nos-cursos-de-graduacao-do-1o-semestre-de-2020/edital_vr_2-2020_retificado.pdf/view
2019/13: Edital de processo de escolha do chefe do departamento I - educação e tecnologia,Ensino,13,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2019/edital-de-processo-de-escolha-do-chefe-do-departamento-i-educacao-e-tecnologia/edital-eleicoes-chefe-de-departamento-2019.pdf/view
2020/06: Seleção de bolsistas para o projeto de extensão A NUTRIÇÃO NOS TEMPOS DA COVID-19,Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-o-projeto-de-extensao-2020-a-nutricao-nos-tempos-da-covid-19/edital-para-bolsista-nutricao.pdf/view
2020/06: Seleção de bolsistas para projeto de extensão Confecção de Máscaras - Mulheres Mil,Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-o-projeto-de-extensao-2020-projeto-confeccao-de-mascaras-mulheres-mil/edital-selecao-de-bolsista-projeto-confeccao-de-mascaras-mulheres-mil.pdf/view
"2020/06: Seleção de bolsistas para o projeto de extensão ""Em isolamento: o cuidado que se aproxima""",Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-o-projeto-de-extensao-2020-em-isolamento-o-cuidado-que-se-aproxima/edital-selecao-bolsistasenfermagem.pdf/view
"2020/06: Seleção de bolsistas para o projeto de extensão “Avaliação do comportamento e dispersão do SARS-CoV-2 no Brasil e no Mundo""",Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-o-projeto-de-extensao-2020-201cavaliacao-do-comportamento-e-dispersao-do-sars-cov-2-no-brasil-e-no-mundo/edital-de-chamada-de-bolsista-de-extensao.pdf/view
2020/08: PROCESSO DE SELEÇÃO DO BENEFÍCIO EMERGENCIAL DE ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,8,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2020/2020-08-processo-de-selecao-do-beneficio-emergencial-de-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/edital-emergencial-15-04-barbacena-assinado.pdf/view
2020/06: Reitoria (Multicampi) - Edital Estratégico de Apoio às Ações Extensionistas para o Enfrentamento ao COVID-19 (Fluxo Contínuo),Extensão,6,2.020,Concluído(a),https://www.ifsudestemg.edu.br/editais/reitoria/extensao/2020/2020-06-reitoria-multicampi-edital-estrategico-de-apoio-as-acoes-extensionistas-para-o-enfrentamento-ao-covid-19-fluxo-continuo/propostas-aprovadas-edital-06_2020.pdf/view
2020/07: VI Festival de Dança do IF Sudeste de Minas Gerais - Campus Barbacena EVENTO ADIADO,Extensão,7,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/edital-07-2020-vi-festival-de-danca-do-if-sudeste-de-minas-gerais-campus-barbacena/edital-do-festival-de-danca_2020.pdf/view
2020/02: BBC/IFSUDESTEMG/PROEX/CAMPUS BARBACENA /PIAEX-EXTENSÃO,Extensão,2,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/edital-02-bbc-2020-ifsudestemg-proex-campus-barbacena-piaex-extensao/anexo-1-linhas-de-extensao.odt/view
"2020/03: Convocação eleitoral para escolha dos representantes dos servidores docentes, técnico-administrativos e discentes do Campus Barbacena no Conselho de Ensino, Pesquisa e Extensão (CEPE)",Eleição,3,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/convocacao-eleitoral-para-escolha-dos-representantes-dos-servidores-docentes-tecnico-administrativos-e-discentes-do-campus-barbacena-no-conselho-de-ensino-pesquisa-e-extensao-cepe/edital-cepe-03-2020-bbc-oficial.pdf/view
2020/01: Assistência Estudantil - Processo de Seleção do Programa de Atendimento aos Estudantes em baixa condição socioeconômica,Assistência Estudantil,1,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2020/processo-de-selecao-do-programa-de-atendimento-aos-estudantes-em-baixa-condicao-socioeconomica/anexo-ii-lista-de-verificacao-de-documentos.doc/view
2020/01: Edital de matrícula de pós-graduação lato sensu em Planejamento e Gestão de Áreas Naturais Protegidas,"Pesquisa, Inovação e Pós-graduação",1,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-de-matricula-de-pos-graduacao-lato-sensu-em-planejamento-e-gestao-de-areas-naturais-protegidas/edital-pos-graduacao-campus-barbacena-2020.pdf/view
2019/15: Estágio Remunerado - Nível Médio,Concurso - Estágio Remunerado,15,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/estagio-remunerado/2019/2019-15-estagio-remunerado-nivel-medio/edital-15-2019.pdf/view
"2019/11: Estágio Remunerado Área - Turismo, Administração e Licenciatura em Química",Concurso - Estágio Remunerado,11,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/estagio-remunerado/2019/11-2019-estagio-remunerado-area-turismo-administracao-e-licenciatura-em-quimica/edital-11-2019.pdf/view
2019/14: Edital de Seleção para Preenchimento de Vagas Remanescentes nos Cursos de Graduação do 1º SEMESTRE DE 2020,Ensino,14,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2019/edital-de-selecao-para-preenchimento-de-vagas-remanescentes-nos-cursos-de-graduacao-do-1o-semestre-de-2020/edital_vr_2-2020_retificado.pdf/view
2019/13: Edital de processo de escolha do chefe do departamento I - educação e tecnologia,Ensino,13,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2019/edital-de-processo-de-escolha-do-chefe-do-departamento-i-educacao-e-tecnologia/edital-eleicoes-chefe-de-departamento-2019.pdf/view
2019/08: Estágio Remunerado - Área - Nutrição,Concurso - Estágio Remunerado,8,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/estagio-remunerado/2019/estagio-remunerado-area-nutricao/edital-08_2019-nivel-superior-anexo-i-cronograma.pdf/view
2019/09: VI Seminário de Extensão,Extensão,9,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2019/vi-seminario-de-extensao/edital-no-09-seminario-de-extensao-2019.pdf/view
"2019/07: Afastamento de servidores para qualificação (mestrado), para o segundo semestre de 2019 - TAEs",Qualificação do Servidor,7,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/qualificacao-do-servidor/edital-inscricoes-para-afastamento-de-servidores-para-qualificacao-mestrado-para-o-segundo-semestre-de-2019-taes/edital-07-2019_afastam-qualif-taes.pdf/view
2019/01: Programa de Assistência Estudantil,Assistência Estudantil,1,2.019,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2019/programa-de-assistencia-estudantil-2019/atualizado08-03formulario_e_termo_de_compromisso.pdf/view
2019/06: Estágio Remunerado Área - Comunicação,Concurso - Estágio Remunerado,6,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/estagio-remunerado/2019/06-2019-comunicacao/edital-06_2019-retificado-nivel-superior.pdf/view
2019/08: Estágio Remunerado - Área - Nutrição,Concurso - Estágio Remunerado,8,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/estagio-remunerado/2019/estagio-remunerado-area-nutricao/edital-08_2019-nivel-superior-anexo-i-cronograma.pdf/view
2019/09: VI Seminário de Extensão,Extensão,9,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2019/vi-seminario-de-extensao/edital-no-09-seminario-de-extensao-2019.pdf/view
"2019/07: Afastamento de servidores para qualificação (mestrado), para o segundo semestre de 2019 - TAEs",Qualificação do Servidor,7,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/qualificacao-do-servidor/edital-inscricoes-para-afastamento-de-servidores-para-qualificacao-mestrado-para-o-segundo-semestre-de-2019-taes/edital-07-2019_afastam-qualif-taes.pdf/view
2019/01: Programa de Assistência Estudantil,Assistência Estudantil,1,2.019,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2019/programa-de-assistencia-estudantil-2019/atualizado08-03formulario_e_termo_de_compromisso.pdf/view
2019/06: Estágio Remunerado Área - Comunicação,Concurso - Estágio Remunerado,6,2.019,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/estagio-remunerado/2019/06-2019-comunicacao/edital-06_2019-retificado-nivel-superior.pdf/view
